order_id,sale_date,sale_time,order_total_price,order_details_id,quantity,total_price,pizza_id,pizza_category
17,1/1/2015,13:53:00,184.5,52,1,20.25,spinach_fet_l,Veggie
18,1/1/2015,13:57:08,20.5,53,1,20.5,napolitana_l,Classic
19,1/1/2015,13:59:09,40.75,54,1,20.5,ital_cpcllo_l,Classic
19,1/1/2015,13:59:09,40.75,55,1,20.25,sicilian_l,Supreme
20,1/1/2015,14:03:08,30.5,56,1,12,big_meat_s,Classic
20,1/1/2015,14:03:08,30.5,57,1,18.5,five_cheese_l,Veggie
21,1/1/2015,14:14:29,20.5,58,1,20.5,ital_cpcllo_l,Classic
22,1/1/2015,14:16:26,55.25,59,1,18.5,five_cheese_l,Veggie
22,1/1/2015,14:16:26,55.25,60,1,16,ital_cpcllo_m,Classic
22,1/1/2015,14:16:26,55.25,61,1,20.75,southw_ckn_l,Chicken
23,1/1/2015,14:19:03,12.75,62,1,12.75,southw_ckn_s,Chicken
24,1/1/2015,14:23:01,57.75,63,1,16.75,bbq_ckn_m,Chicken
24,1/1/2015,14:23:01,57.75,64,1,16,ital_cpcllo_m,Classic
24,1/1/2015,14:23:01,57.75,65,1,12.5,pepperoni_m,Classic
24,1/1/2015,14:23:01,57.75,66,1,12.5,prsc_argla_s,Supreme
25,1/1/2015,14:44:44,37,67,1,16.25,sicilian_m,Supreme
25,1/1/2015,14:44:44,37,68,1,20.75,thai_ckn_l,Chicken
26,1/1/2015,14:54:26,32.25,69,1,12,classic_dlx_s,Classic
26,1/1/2015,14:54:26,32.25,70,1,20.25,veggie_veg_l,Veggie
27,1/1/2015,15:11:17,57,71,1,20.75,bbq_ckn_l,Chicken
27,1/1/2015,15:11:17,57,72,1,16,classic_dlx_m,Classic
27,1/1/2015,15:11:17,57,73,1,20.25,spinach_fet_l,Veggie
28,1/1/2015,15:35:46,12.75,74,1,12.75,ckn_alfredo_s,Chicken
29,1/1/2015,15:41:01,12,75,1,12,green_garden_s,Veggie
30,1/1/2015,15:41:25,20.75,76,1,20.75,thai_ckn_l,Chicken
31,1/1/2015,15:50:18,25.75,77,1,16,mexicana_m,Veggie
31,1/1/2015,15:50:18,25.75,78,1,9.75,pepperoni_s,Classic
32,1/1/2015,15:53:18,69.25,79,1,12,big_meat_s,Classic
32,1/1/2015,15:53:18,69.25,80,1,20.25,green_garden_l,Veggie
32,1/1/2015,15:53:18,69.25,81,1,20.5,ital_cpcllo_l,Classic
32,1/1/2015,15:53:18,69.25,82,1,16.5,ital_supr_m,Supreme
33,1/1/2015,15:54:08,32.75,83,1,20.75,bbq_ckn_l,Chicken
33,1/1/2015,15:54:08,32.75,84,1,12,green_garden_s,Veggie
34,1/1/2015,16:21:21,12,85,1,12,the_greek_s,Classic
35,1/1/2015,16:32:04,66.75,86,1,16,green_garden_m,Veggie
35,1/1/2015,16:32:04,66.75,87,1,17.5,pep_msh_pep_l,Classic
35,1/1/2015,16:32:04,66.75,88,1,12.5,pepperoni_m,Classic
35,1/1/2015,16:32:04,66.75,89,1,20.75,thai_ckn_l,Chicken
36,1/1/2015,16:54:09,32.75,90,1,16.75,bbq_ckn_m,Chicken
36,1/1/2015,16:54:09,32.75,91,1,16,classic_dlx_m,Classic
37,1/1/2015,16:56:09,41,92,1,20.75,ital_supr_l,Supreme
37,1/1/2015,16:56:09,41,93,1,20.25,mexicana_l,Veggie
38,1/1/2015,17:03:00,31,94,1,10.5,hawaiian_s,Classic
38,1/1/2015,17:03:00,31,95,1,20.5,ital_cpcllo_l,Classic
39,1/1/2015,17:07:23,20.75,96,1,20.75,ital_supr_l,Supreme
40,1/1/2015,17:14:36,30.7,97,1,17.95,four_cheese_l,Veggie
40,1/1/2015,17:14:36,30.7,98,1,12.75,southw_ckn_s,Chicken
41,1/1/2015,17:15:20,26.75,99,1,14.75,four_cheese_m,Veggie
41,1/1/2015,17:15:20,26.75,100,1,12,green_garden_s,Veggie
42,1/1/2015,17:28:09,67.25,101,1,12,big_meat_s,Classic
42,1/1/2015,17:28:09,67.25,102,1,18.5,five_cheese_l,Veggie
42,1/1/2015,17:28:09,67.25,103,1,20.25,mexicana_l,Veggie
42,1/1/2015,17:28:09,67.25,104,1,16.5,peppr_salami_m,Supreme
43,1/1/2015,17:38:34,54,105,1,16.75,ckn_alfredo_m,Chicken
43,1/1/2015,17:38:34,54,106,1,16.5,ital_supr_m,Supreme
43,1/1/2015,17:38:34,54,107,1,20.75,peppr_salami_l,Supreme
44,1/1/2015,17:54:20,12.5,108,1,12.5,spin_pesto_s,Veggie
45,1/1/2015,17:55:48,45.2,109,1,17.95,four_cheese_l,Veggie
45,1/1/2015,17:55:48,45.2,110,1,10.5,hawaiian_s,Classic
45,1/1/2015,17:55:48,45.2,111,1,16.75,thai_ckn_m,Chicken
46,1/1/2015,18:25:51,58,112,1,20.75,ckn_pesto_l,Chicken
46,1/1/2015,18:25:51,58,113,1,20.5,classic_dlx_l,Classic
46,1/1/2015,18:25:51,58,114,1,16.75,thai_ckn_m,Chicken
47,1/1/2015,18:26:34,32.75,115,1,20.75,southw_ckn_l,Chicken
47,1/1/2015,18:26:34,32.75,116,1,12,veggie_veg_s,Veggie
48,1/1/2015,18:26:42,70.25,117,1,16.75,ckn_pesto_m,Chicken
48,1/1/2015,18:26:42,70.25,118,1,12,green_garden_s,Veggie
48,1/1/2015,18:26:42,70.25,119,1,20.75,prsc_argla_l,Supreme
48,1/1/2015,18:26:42,70.25,120,1,20.75,spicy_ital_l,Supreme
49,1/1/2015,18:33:00,20.25,121,1,20.25,sicilian_l,Supreme
50,1/1/2015,18:41:01,25.5,122,1,25.5,the_greek_xl,Classic
51,1/1/2015,18:48:28,38.25,123,1,20.75,bbq_ckn_l,Chicken
51,1/1/2015,18:48:28,38.25,124,1,17.5,pep_msh_pep_l,Classic
52,1/1/2015,18:53:02,57.5,125,1,16.5,hawaiian_l,Classic
52,1/1/2015,18:53:02,57.5,126,1,20.25,mexicana_l,Veggie
52,1/1/2015,18:53:02,57.5,127,1,20.75,spicy_ital_l,Supreme
53,1/1/2015,18:54:17,27.5,128,1,11,pep_msh_pep_s,Classic
53,1/1/2015,18:54:17,27.5,129,1,16.5,spinach_supr_m,Supreme
54,1/1/2015,19:01:45,37.25,130,1,16.5,prsc_argla_m,Supreme
54,1/1/2015,19:01:45,37.25,131,1,20.75,thai_ckn_l,Chicken
55,1/1/2015,19:03:19,33.25,132,1,12.5,peppr_salami_s,Supreme
55,1/1/2015,19:03:19,33.25,133,1,20.75,spicy_ital_l,Supreme
56,1/1/2015,19:07:00,53,134,1,16,classic_dlx_m,Classic
56,1/1/2015,19:07:00,53,135,1,20.25,mediterraneo_l,Veggie
56,1/1/2015,19:07:00,53,136,1,16.75,southw_ckn_m,Chicken
57,1/1/2015,19:10:51,16,137,1,16,classic_dlx_m,Classic
58,1/1/2015,19:30:40,31,138,1,18.5,five_cheese_l,Veggie
58,1/1/2015,19:30:40,31,139,1,12.5,pepperoni_m,Classic
59,1/1/2015,19:40:08,39,140,1,12.75,ital_veggie_s,Veggie
59,1/1/2015,19:40:08,39,141,1,11,pep_msh_pep_s,Classic
59,1/1/2015,19:40:08,39,142,1,15.25,pepperoni_l,Classic
60,1/1/2015,20:05:16,35.5,143,1,20.75,ckn_pesto_l,Chicken
60,1/1/2015,20:05:16,35.5,144,1,14.75,four_cheese_m,Veggie
61,1/1/2015,20:08:43,37.5,145,1,16.75,bbq_ckn_m,Chicken
61,1/1/2015,20:08:43,37.5,146,1,20.75,ital_supr_l,Supreme
62,1/1/2015,20:50:16,33.25,147,1,16.75,bbq_ckn_m,Chicken
62,1/1/2015,20:50:16,33.25,148,1,16.5,spinach_supr_m,Supreme
63,1/1/2015,20:51:42,14.5,149,1,14.5,pep_msh_pep_m,Classic
64,1/1/2015,20:52:08,12,150,1,12,big_meat_s,Classic
65,1/1/2015,21:16:00,52.25,151,1,11,pep_msh_pep_s,Classic
65,1/1/2015,21:16:00,52.25,152,1,12.25,sicilian_s,Supreme
65,1/1/2015,21:16:00,52.25,153,1,12.5,spicy_ital_s,Supreme
65,1/1/2015,21:16:00,52.25,154,1,16.5,spinach_supr_m,Supreme
66,1/1/2015,21:47:55,32,155,1,16,classic_dlx_m,Classic
66,1/1/2015,21:47:55,32,156,1,16,ital_cpcllo_m,Classic
67,1/1/2015,22:03:40,20.75,157,1,20.75,southw_ckn_l,Chicken
68,1/1/2015,22:07:32,53.25,158,1,16,classic_dlx_m,Classic
68,1/1/2015,22:07:32,53.25,159,1,20.75,ital_supr_l,Supreme
68,1/1/2015,22:07:32,53.25,160,1,16.5,ital_supr_m,Supreme
69,1/1/2015,22:12:13,20.75,161,1,20.75,bbq_ckn_l,Chicken
70,1/2/2015,11:38:51,33.5,162,1,12.75,ital_veggie_s,Veggie
70,1/2/2015,11:38:51,33.5,163,1,20.75,soppressata_l,Supreme
71,1/2/2015,11:40:50,20.75,164,1,20.75,thai_ckn_l,Chicken
72,1/2/2015,11:57:25,20.25,165,1,20.25,spinach_fet_l,Veggie
73,1/2/2015,11:58:56,12.75,166,1,12.75,thai_ckn_s,Chicken
74,1/2/2015,12:01:12,72,167,1,18.5,five_cheese_l,Veggie
74,1/2/2015,12:01:12,72,168,1,20.25,mexicana_l,Veggie
74,1/2/2015,12:01:12,72,169,1,12.5,spin_pesto_s,Veggie
74,1/2/2015,12:01:12,72,170,1,20.75,spinach_supr_l,Supreme
75,1/2/2015,12:10:15,53.25,171,1,12.5,ital_supr_s,Supreme
75,1/2/2015,12:10:15,53.25,172,1,20.25,mediterraneo_l,Veggie
75,1/2/2015,12:10:15,53.25,173,1,20.5,napolitana_l,Classic
76,1/2/2015,12:21:17,70.25,174,1,12,big_meat_s,Classic
76,1/2/2015,12:21:17,70.25,175,1,16.5,hawaiian_l,Classic
76,1/2/2015,12:21:17,70.25,176,1,21,ital_veggie_l,Veggie
76,1/2/2015,12:21:17,70.25,177,1,20.75,spicy_ital_l,Supreme
77,1/2/2015,12:22:46,30,178,1,16.75,bbq_ckn_m,Chicken
77,1/2/2015,12:22:46,30,179,1,13.25,hawaiian_m,Classic
78,1/2/2015,12:28:14,132.95,180,1,12,big_meat_s,Classic
78,1/2/2015,12:28:14,132.95,181,1,12,classic_dlx_s,Classic
78,1/2/2015,12:28:14,132.95,182,1,17.95,four_cheese_l,Veggie
78,1/2/2015,12:28:14,132.95,183,1,16,ital_cpcllo_m,Classic
78,1/2/2015,12:28:14,132.95,184,3,62.25,spicy_ital_l,Supreme
78,1/2/2015,12:28:14,132.95,185,1,12.75,thai_ckn_s,Chicken
79,1/2/2015,12:29:11,52.25,186,1,20.5,ital_cpcllo_l,Classic
79,1/2/2015,12:29:11,52.25,187,1,11,pep_msh_pep_s,Classic
79,1/2/2015,12:29:11,52.25,188,1,20.75,thai_ckn_l,Chicken
80,1/2/2015,12:35:38,26.5,189,1,9.75,pepperoni_s,Classic
80,1/2/2015,12:35:38,26.5,190,1,16.75,thai_ckn_m,Chicken
81,1/2/2015,12:40:01,20.75,191,1,20.75,thai_ckn_l,Chicken
82,1/2/2015,12:45:51,65.5,192,1,12,big_meat_s,Classic
82,1/2/2015,12:45:51,65.5,193,1,16.75,cali_ckn_m,Chicken
82,1/2/2015,12:45:51,65.5,194,1,20.75,spicy_ital_l,Supreme
82,1/2/2015,12:45:51,65.5,195,1,16,veggie_veg_m,Veggie
83,1/2/2015,12:53:27,12.75,196,1,12.75,southw_ckn_s,Chicken
84,1/2/2015,13:13:41,15.25,197,1,15.25,pepperoni_l,Classic
85,1/2/2015,13:34:49,64.75,198,1,16,classic_dlx_m,Classic
85,1/2/2015,13:34:49,64.75,199,1,12,classic_dlx_s,Classic
85,1/2/2015,13:34:49,64.75,200,1,20.75,ital_supr_l,Supreme
85,1/2/2015,13:34:49,64.75,201,1,16,the_greek_m,Classic
86,1/2/2015,13:40:31,16.5,202,1,16.5,hawaiian_l,Classic
87,1/2/2015,14:01:02,65.25,203,1,16,ital_cpcllo_m,Classic
87,1/2/2015,14:01:02,65.25,204,1,16,mexicana_m,Veggie
87,1/2/2015,14:01:02,65.25,205,1,20.75,spinach_supr_l,Supreme
87,1/2/2015,14:01:02,65.25,206,1,12.5,spinach_supr_s,Supreme
88,1/2/2015,14:10:08,18.5,207,1,18.5,five_cheese_l,Veggie
89,1/2/2015,14:30:19,41.5,208,1,20.75,soppressata_l,Supreme
89,1/2/2015,14:30:19,41.5,209,1,20.75,thai_ckn_l,Chicken
90,1/2/2015,15:08:48,33,210,1,20.25,sicilian_l,Supreme
90,1/2/2015,15:08:48,33,211,1,12.75,thai_ckn_s,Chicken
91,1/2/2015,15:14:43,64,212,2,41.5,bbq_ckn_l,Chicken
91,1/2/2015,15:14:43,64,213,1,12.75,ckn_pesto_s,Chicken
91,1/2/2015,15:14:43,64,214,1,9.75,pepperoni_s,Classic
92,1/2/2015,15:17:02,152.25,215,1,16.75,bbq_ckn_m,Chicken
92,1/2/2015,15:17:02,152.25,216,1,20.75,ital_supr_l,Supreme
92,1/2/2015,15:17:02,152.25,217,1,16.5,ital_supr_m,Supreme
92,1/2/2015,15:17:02,152.25,218,1,12.75,ital_veggie_s,Veggie
92,1/2/2015,15:17:02,152.25,219,1,12.5,pepperoni_m,Classic
92,1/2/2015,15:17:02,152.25,220,1,16.5,peppr_salami_m,Supreme
92,1/2/2015,15:17:02,152.25,221,1,12,spinach_fet_s,Veggie
92,1/2/2015,15:17:02,152.25,222,1,12.5,spinach_supr_s,Supreme
92,1/2/2015,15:17:02,152.25,223,2,32,the_greek_m,Classic
93,1/2/2015,15:29:31,16.25,224,1,16.25,sicilian_m,Supreme
94,1/2/2015,16:17:16,28.75,225,1,16,ital_cpcllo_m,Classic
94,1/2/2015,16:17:16,28.75,226,1,12.75,southw_ckn_s,Chicken
95,1/2/2015,16:18:04,32.75,227,1,12,napolitana_s,Classic
95,1/2/2015,16:18:04,32.75,228,1,20.75,peppr_salami_l,Supreme
96,1/2/2015,16:21:20,12,229,1,12,napolitana_s,Classic
97,1/2/2015,16:45:33,12,230,1,12,big_meat_s,Classic
98,1/2/2015,17:18:18,41,231,1,20.5,classic_dlx_l,Classic
98,1/2/2015,17:18:18,41,232,1,20.5,napolitana_l,Classic
99,1/2/2015,17:45:42,20.75,233,1,20.75,ital_supr_l,Supreme
100,1/2/2015,17:46:17,16.5,234,1,16.5,hawaiian_l,Classic
101,1/2/2015,17:51:33,73.25,235,1,20.75,cali_ckn_l,Chicken
101,1/2/2015,17:51:33,73.25,236,1,15.25,pepperoni_l,Classic
101,1/2/2015,17:51:33,73.25,237,1,20.75,soppressata_l,Supreme
101,1/2/2015,17:51:33,73.25,238,1,16.5,spicy_ital_m,Supreme
102,1/2/2015,17:54:04,25.25,239,1,12.75,bbq_ckn_s,Chicken
102,1/2/2015,17:54:04,25.25,240,1,12.5,prsc_argla_s,Supreme
103,1/2/2015,18:02:09,12.5,241,1,12.5,spinach_supr_s,Supreme
104,1/2/2015,18:02:12,70.5,242,1,16.75,bbq_ckn_m,Chicken
104,1/2/2015,18:02:12,70.5,243,1,16.75,ckn_alfredo_m,Chicken
104,1/2/2015,18:02:12,70.5,244,1,16.75,ital_veggie_m,Veggie
104,1/2/2015,18:02:12,70.5,245,1,20.25,veggie_veg_l,Veggie
105,1/2/2015,18:12:01,52.75,246,2,21,hawaiian_s,Classic
105,1/2/2015,18:12:01,52.75,247,1,15.25,pepperoni_l,Classic
105,1/2/2015,18:12:01,52.75,248,1,16.5,prsc_argla_m,Supreme
106,1/2/2015,18:12:13,41,249,1,20.25,mexicana_l,Veggie
106,1/2/2015,18:12:13,41,250,1,20.75,spicy_ital_l,Supreme
107,1/2/2015,18:25:09,78.25,251,1,20.75,cali_ckn_l,Chicken
107,1/2/2015,18:25:09,78.25,252,1,16.5,ital_supr_m,Supreme
107,1/2/2015,18:25:09,78.25,253,1,20.75,spicy_ital_l,Supreme
107,1/2/2015,18:25:09,78.25,254,1,20.25,veggie_veg_l,Veggie
108,1/2/2015,18:25:25,57.75,255,1,20.5,classic_dlx_l,Classic
108,1/2/2015,18:25:25,57.75,256,1,16.5,hawaiian_l,Classic
108,1/2/2015,18:25:25,57.75,257,1,20.75,spinach_supr_l,Supreme
109,1/2/2015,18:27:50,74.5,258,1,20.5,ital_cpcllo_l,Classic
109,1/2/2015,18:27:50,74.5,259,1,20.75,ital_supr_l,Supreme
109,1/2/2015,18:27:50,74.5,260,1,12.5,pepperoni_m,Classic
109,1/2/2015,18:27:50,74.5,261,1,20.75,prsc_argla_l,Supreme
110,1/2/2015,18:36:19,65.75,262,1,12,big_meat_s,Classic
110,1/2/2015,18:36:19,65.75,263,1,20.5,napolitana_l,Classic
110,1/2/2015,18:36:19,65.75,264,1,20.75,soppressata_l,Supreme
110,1/2/2015,18:36:19,65.75,265,1,12.5,spicy_ital_s,Supreme
111,1/2/2015,18:38:01,68.5,266,1,16.75,cali_ckn_m,Chicken
111,1/2/2015,18:38:01,68.5,267,1,18.5,five_cheese_l,Veggie
111,1/2/2015,18:38:01,68.5,268,1,12.5,pepperoni_m,Classic
111,1/2/2015,18:38:01,68.5,269,1,20.75,spin_pesto_l,Veggie
112,1/2/2015,18:41:40,9.75,270,1,9.75,pepperoni_s,Classic
113,1/2/2015,18:50:21,57.75,271,1,20.75,cali_ckn_l,Chicken
113,1/2/2015,18:50:21,57.75,272,1,20.25,mexicana_l,Veggie
113,1/2/2015,18:50:21,57.75,273,1,16.75,southw_ckn_m,Chicken
114,1/2/2015,18:59:32,27.5,274,1,15.25,pepperoni_l,Classic
114,1/2/2015,18:59:32,27.5,275,1,12.25,sicilian_s,Supreme
115,1/2/2015,19:05:17,49.25,276,1,12,big_meat_s,Classic
115,1/2/2015,19:05:17,49.25,277,1,20.5,napolitana_l,Classic
115,1/2/2015,19:05:17,49.25,278,1,16.75,thai_ckn_m,Chicken
116,1/2/2015,19:18:49,18.5,279,1,18.5,five_cheese_l,Veggie
117,1/2/2015,19:23:02,36.75,280,1,16.5,peppr_salami_m,Supreme
117,1/2/2015,19:23:02,36.75,281,1,20.25,sicilian_l,Supreme
118,1/2/2015,19:26:59,32.75,282,1,20.75,prsc_argla_l,Supreme
118,1/2/2015,19:26:59,32.75,283,1,12,spinach_fet_s,Veggie
119,1/2/2015,19:32:29,14.75,284,1,14.75,four_cheese_m,Veggie
120,1/2/2015,19:35:07,42.75,285,1,12,classic_dlx_s,Classic
120,1/2/2015,19:35:07,42.75,286,1,10.5,hawaiian_s,Classic
120,1/2/2015,19:35:07,42.75,287,1,20.25,spinach_fet_l,Veggie
121,1/2/2015,19:38:48,75.7,288,1,16.75,bbq_ckn_m,Chicken
121,1/2/2015,19:38:48,75.7,289,1,17.95,four_cheese_l,Veggie
121,1/2/2015,19:38:48,75.7,290,1,20.25,sicilian_l,Supreme
121,1/2/2015,19:38:48,75.7,291,1,20.75,southw_ckn_l,Chicken
122,1/2/2015,19:50:19,16.5,292,1,16.5,ital_supr_m,Supreme
123,1/2/2015,20:12:09,12,293,1,12,ital_cpcllo_s,Classic
124,1/2/2015,20:12:34,65.75,294,1,12.75,bbq_ckn_s,Chicken
124,1/2/2015,20:12:34,65.75,295,1,20.25,sicilian_l,Supreme
124,1/2/2015,20:12:34,65.75,296,1,20.75,spicy_ital_l,Supreme
124,1/2/2015,20:12:34,65.75,297,1,12,the_greek_s,Classic
125,1/2/2015,20:31:06,25.5,298,1,25.5,the_greek_xl,Classic
126,1/2/2015,20:53:42,20.25,299,1,20.25,veggie_veg_l,Veggie
127,1/2/2015,20:58:23,12.5,300,1,12.5,pepperoni_m,Classic
128,1/2/2015,21:05:06,12.5,301,1,12.5,spicy_ital_s,Supreme
129,1/2/2015,21:13:02,28,302,1,12,big_meat_s,Classic
129,1/2/2015,21:13:02,28,303,1,16,the_greek_m,Classic
130,1/2/2015,21:14:55,59.75,304,1,10.5,hawaiian_s,Classic
130,1/2/2015,21:14:55,59.75,305,1,20.5,ital_cpcllo_l,Classic
130,1/2/2015,21:14:55,59.75,306,1,16,mexicana_m,Veggie
130,1/2/2015,21:14:55,59.75,307,1,12.75,southw_ckn_s,Chicken
131,1/2/2015,21:33:10,63.75,308,1,20.75,ckn_pesto_l,Chicken
131,1/2/2015,21:33:10,63.75,309,1,18.5,five_cheese_l,Veggie
131,1/2/2015,21:33:10,63.75,310,1,12,green_garden_s,Veggie
131,1/2/2015,21:33:10,63.75,311,1,12.5,spinach_supr_s,Supreme
132,1/2/2015,21:42:45,9.75,312,1,9.75,pepperoni_s,Classic
133,1/2/2015,22:00:17,49.25,313,1,20.75,bbq_ckn_l,Chicken
133,1/2/2015,22:00:17,49.25,314,1,16.5,hawaiian_l,Classic
133,1/2/2015,22:00:17,49.25,315,1,12,the_greek_s,Classic
134,1/2/2015,22:13:24,45.25,316,1,12,big_meat_s,Classic
134,1/2/2015,22:13:24,45.25,317,1,20.75,southw_ckn_l,Chicken
134,1/2/2015,22:13:24,45.25,318,1,12.5,spinach_supr_s,Supreme
135,1/2/2015,22:29:34,20.25,319,1,20.25,veggie_veg_l,Veggie
136,1/2/2015,22:32:49,31,320,1,18.5,five_cheese_l,Veggie
136,1/2/2015,22:32:49,31,321,1,12.5,peppr_salami_s,Supreme
137,1/3/2015,11:34:10,46.5,322,1,20.25,mediterraneo_l,Veggie
137,1/3/2015,11:34:10,46.5,323,1,9.75,pepperoni_s,Classic
137,1/3/2015,11:34:10,46.5,324,1,16.5,spicy_ital_m,Supreme
138,1/3/2015,11:44:50,71.95,325,1,16.75,cali_ckn_m,Chicken
138,1/3/2015,11:44:50,71.95,326,1,17.95,four_cheese_l,Veggie
138,1/3/2015,11:44:50,71.95,327,1,21,ital_veggie_l,Veggie
138,1/3/2015,11:44:50,71.95,328,1,16.25,sicilian_m,Supreme
139,1/3/2015,11:57:39,18.5,329,1,18.5,five_cheese_l,Veggie
140,1/3/2015,12:26:44,28.5,330,1,12.5,prsc_argla_s,Supreme
140,1/3/2015,12:26:44,28.5,331,1,16,veggie_veg_m,Veggie
141,1/3/2015,13:16:01,16,332,1,16,classic_dlx_m,Classic
142,1/3/2015,13:33:59,16,333,1,16,green_garden_m,Veggie
143,1/3/2015,13:41:36,121.75,334,1,12.75,cali_ckn_s,Chicken
143,1/3/2015,13:41:36,121.75,335,1,12,classic_dlx_s,Classic
143,1/3/2015,13:41:36,121.75,336,1,16.5,hawaiian_l,Classic
143,1/3/2015,13:41:36,121.75,337,1,16,mexicana_m,Veggie
143,1/3/2015,13:41:36,121.75,338,1,15.25,pepperoni_l,Classic
143,1/3/2015,13:41:36,121.75,339,1,12.5,prsc_argla_s,Supreme
143,1/3/2015,13:41:36,121.75,340,1,20.75,thai_ckn_l,Chicken
143,1/3/2015,13:41:36,121.75,341,1,16,veggie_veg_m,Veggie
144,1/3/2015,13:44:28,238.45,342,3,50.25,bbq_ckn_m,Chicken
144,1/3/2015,13:44:28,238.45,343,1,12,big_meat_s,Classic
144,1/3/2015,13:44:28,238.45,344,1,20.75,cali_ckn_l,Chicken
144,1/3/2015,13:44:28,238.45,345,1,16.75,ckn_pesto_m,Chicken
144,1/3/2015,13:44:28,238.45,346,1,18.5,five_cheese_l,Veggie
144,1/3/2015,13:44:28,238.45,347,1,17.95,four_cheese_l,Veggie
144,1/3/2015,13:44:28,238.45,348,1,11,pep_msh_pep_s,Classic
144,1/3/2015,13:44:28,238.45,349,1,20.75,southw_ckn_l,Chicken
144,1/3/2015,13:44:28,238.45,350,1,12.75,southw_ckn_s,Chicken
144,1/3/2015,13:44:28,238.45,351,1,20.75,spicy_ital_l,Supreme
144,1/3/2015,13:44:28,238.45,352,1,16.75,thai_ckn_m,Chicken
